Restaurant_Name,City,Area,Cuisines,Restaurant_Type,Online_Order,Book_Table,Rating,Votes,Cost_For_Two,Value_Score,Price_Category
New Food Hub,Chennai,T Nagar,"South Indian, Punjabi, Bengali",Food Court,Yes,Yes,2.5,760,533,0.469,Affordable
Cafe Curry Leaf,Chennai,T Nagar,"Seafood, Punjabi, Desserts",Delivery,Yes,No,2.6,81,351,0.7407,Affordable
Cafe Aroma Restaurant,Chennai,T Nagar,Mexican,Casual Dining,Yes,No,3.5,210,919,0.3808,Mid-Range
Sweet Tooth,Chennai,Adyar,"Pizza, Continental",Delivery,Yes,No,4.4,288,203,2.1675,Budget
Hotel Cloud Kitchen,Chennai,Velachery,"Rajasthani, Bengali",Cafe,Yes,No,4.3,90,893,0.4815,Mid-Range
Shree Curry Leaf,Chennai,T Nagar,"Pizza, Italian, Seafood",Cafe,Yes,No,3.8,1034,1020,0.3725,Premium
Sweet Tooth,Chennai,Adyar,North Indian,Delivery,No,No,3.2,435,307,1.0423,Affordable
Cloud Kitchen,Chennai,Velachery,"Mexican, Chinese, Bengali",Dessert Parlour,No,No,2.7,589,577,0.4679,Affordable
Cafe Saffron,Chennai,OMR,"Beverages, South Indian, Seafood",Bakery,No,No,3.0,380,117,2.5641,Budget
Sweet Tooth,Chennai,OMR,"Biryani, Italian, Continental",Bakery,Yes,No,4.2,129,106,3.9623,Budget
Cloud Kitchen,Chennai,Anna Nagar,"Mughlai, Bengali, Pizza",Casual Dining,No,Yes,3.7,1398,945,0.3915,Mid-Range
Shree Spice Garden,Chennai,Anna Nagar,"Mexican, Beverages, Biryani",Casual Dining,Yes,Yes,3.8,680,1115,0.3408,Premium
Cafe Grill House,Chennai,Anna Nagar,"Bengali, Punjabi, Cafe",Casual Dining,No,No,3.5,431,783,0.447,Mid-Range
Hotel Classic Dining,Chennai,T Nagar,"Mughlai, Pizza, Cafe",Bakery,Yes,Yes,4.0,428,232,1.7241,Budget
The Food Hub,Chennai,Velachery,"Chinese, Seafood",Casual Dining,Yes,Yes,3.2,1028,640,0.5,Mid-Range
Fusion Bites,Chennai,Adyar,"Mexican, South Indian, Fast Food",Quick Bites,Yes,No,3.3,789,366,0.9016,Affordable
Biryani House,Chennai,Anna Nagar,"Desserts, Cafe",Food Court,No,No,3.8,635,293,1.2969,Budget
Royal Urban Kitchen,Chennai,Adyar,"Seafood, Biryani, North Indian",Bakery,Yes,No,3.1,779,458,0.6769,Affordable
Aroma Restaurant,Chennai,OMR,"Mughlai, North Indian, Desserts",Fine Dining,Yes,No,3.9,1588,2833,0.1377,Luxury
Cafe Grill House,Chennai,OMR,"Bengali, Gujarati",Casual Dining,No,No,4.6,838,1151,0.3997,Premium
Hotel Chaat Junction,Chennai,OMR,Gujarati,Quick Bites,No,No,3.8,488,380,1.0,Affordable
Sweet Tooth,Chennai,Velachery,Mughlai,Delivery,Yes,No,3.9,511,154,2.5325,Budget
Restaurant Momo Point,Chennai,OMR,"Italian, Gujarati, Fast Food",Delivery,No,No,3.8,102,351,1.0826,Affordable
Hotel Biryani House,Chennai,Anna Nagar,"Desserts, Seafood, Mexican",Casual Dining,No,No,4.6,527,847,0.5431,Mid-Range
Royal Tiffin Box,Chennai,T Nagar,"Mexican, Mughlai, Fast Food",Food Court,Yes,Yes,3.1,600,294,1.0544,Budget
New Dhaba Express,Chennai,Velachery,"Desserts, Beverages",Fine Dining,No,No,3.9,1409,3964,0.0984,Luxury
The Fusion Bites,Chennai,Velachery,"Continental, Gujarati",Cafe,No,Yes,3.6,1412,1164,0.3093,Premium
Cafe Flavor Town,Chennai,T Nagar,"Fast Food, Italian, Gujarati",Dessert Parlour,Yes,Yes,3.1,395,594,0.5219,Affordable
Noodle Box,Chennai,Adyar,"South Indian, Pizza, Gujarati",Delivery,No,Yes,4.1,173,567,0.7231,Affordable
Cafe The Hungry Tiger,Chennai,OMR,"Seafood, Chinese",Food Court,Yes,Yes,3.9,727,199,1.9598,Budget
Restaurant Aroma Restaurant,Chennai,Anna Nagar,"Street Food, Rajasthani, Pizza",Quick Bites,Yes,No,3.5,158,559,0.6261,Affordable
Cafe Food Hub,Chennai,Anna Nagar,"Mexican, Fast Food, Biryani",Food Court,Yes,No,3.9,67,186,2.0968,Budget
Cloud Kitchen,Chennai,Anna Nagar,"Bengali, Biryani, Seafood",Food Court,Yes,Yes,3.3,714,254,1.2992,Budget
The Momo Point,Chennai,OMR,"Seafood, Italian, Rajasthani",Bakery,Yes,Yes,2.7,666,350,0.7714,Affordable
Hotel Flavor Town,Chennai,OMR,"Fast Food, Mexican",Bakery,Yes,No,3.8,315,322,1.1801,Affordable
Hotel Cloud Kitchen,Chennai,T Nagar,"North Indian, Seafood",Cafe,Yes,No,4.4,180,900,0.4889,Mid-Range
Cafe Taste of India,Chennai,OMR,Cafe,Casual Dining,No,Yes,3.8,301,721,0.527,Mid-Range
The Burger Barn,Chennai,Velachery,Chinese,Dessert Parlour,No,No,3.2,185,378,0.8466,Affordable
Hotel Urban Kitchen,Chennai,Anna Nagar,"Street Food, Thai, Rajasthani",Quick Bites,Yes,No,3.1,370,566,0.5477,Affordable
Pizza Palace,Chennai,OMR,Mughlai,Delivery,Yes,No,2.9,626,168,1.7262,Budget
Flavor Town,Chennai,T Nagar,Thai,Fine Dining,Yes,No,4.8,1134,3138,0.153,Luxury
Royal Dosa Corner,Chennai,Adyar,Italian,Delivery,No,No,2.9,587,290,1.0,Budget
Hotel The Hungry Tiger,Chennai,Anna Nagar,"Bengali, Seafood",Cafe,Yes,No,3.3,1138,527,0.6262,Affordable
Hotel Dosa Corner,Chennai,OMR,"Italian, Biryani",Food Court,No,Yes,2.5,237,293,0.8532,Budget
Cloud Kitchen,Chennai,Adyar,"Gujarati, Fast Food, Punjabi",Dessert Parlour,Yes,No,3.1,632,238,1.3025,Budget
Cafe Urban Kitchen,Chennai,T Nagar,"Thai, Cafe",Cafe,Yes,No,3.8,580,530,0.717,Affordable
Shree Dosa Corner,Chennai,Adyar,"Mexican, Italian",Cafe,Yes,No,4.7,560,1124,0.4181,Premium
Noodle Box,Chennai,Velachery,"Punjabi, Street Food",Food Court,Yes,No,4.4,244,551,0.7985,Affordable
The Noodle Box,Chennai,OMR,"Chinese, Cafe, Continental",Casual Dining,No,Yes,3.3,635,1161,0.2842,Premium
The Flavor Town,Chennai,Adyar,"Gujarati, Punjabi",Cafe,No,No,3.8,880,527,0.7211,Affordable
Restaurant Dosa Corner,Chennai,Anna Nagar,Punjabi,Food Court,No,Yes,3.4,700,186,1.828,Budget
Restaurant Tiffin Box,Chennai,Anna Nagar,Punjabi,Food Court,Yes,Yes,3.5,392,187,1.8717,Budget
New Food Hub,Chennai,Adyar,"Gujarati, Street Food",Dessert Parlour,Yes,Yes,3.8,232,301,1.2625,Affordable
Kebab King,Chennai,Anna Nagar,Beverages,Bakery,Yes,No,3.1,15,154,2.013,Budget
Burger Barn,Chennai,Adyar,"Gujarati, Mughlai",Casual Dining,Yes,No,3.8,1048,526,0.7224,Affordable
Cafe Kebab King,Chennai,Adyar,"Street Food, Beverages",Fine Dining,Yes,Yes,4.7,1098,1945,0.2416,Premium
Restaurant Chaat Junction,Chennai,Velachery,"Mughlai, Fast Food",Quick Bites,Yes,Yes,3.3,349,480,0.6875,Affordable
Pizza Palace,Chennai,Anna Nagar,"Gujarati, Thai",Casual Dining,Yes,No,3.4,868,1169,0.2908,Premium
Royal Aroma Restaurant,Pune,Koregaon Park,Biryani,Casual Dining,Yes,No,4.4,156,642,0.6854,Mid-Range
Hotel Saffron,Pune,Baner,"Street Food, Cafe",Fine Dining,Yes,No,4.1,1693,2124,0.193,Luxury
Royal Classic Dining,Pune,Baner,Gujarati,Fine Dining,No,No,4.6,1451,3557,0.1293,Luxury
The Sweet Tooth,Pune,Kothrud,Biryani,Delivery,Yes,Yes,3.8,446,174,2.1839,Budget
Flavor Town,Pune,Kothrud,"Continental, Cafe, Desserts",Dessert Parlour,Yes,Yes,3.4,321,126,2.6984,Budget
Hotel Noodle Box,Pune,Baner,"South Indian, Pizza",Delivery,Yes,Yes,4.0,302,208,1.9231,Budget
Aroma Restaurant,Pune,Hinjewadi,"Beverages, Desserts",Dessert Parlour,Yes,Yes,2.5,798,382,0.6545,Affordable
Restaurant Curry Leaf,Pune,Kothrud,"Italian, Mughlai, Seafood",Delivery,Yes,Yes,3.8,133,408,0.9314,Affordable
Cafe Curry Leaf,Pune,Kothrud,Thai,Casual Dining,Yes,No,3.9,463,1179,0.3308,Premium
The Dosa Corner,Pune,Hinjewadi,"Beverages, Cafe, Rajasthani",Dessert Parlour,Yes,Yes,3.4,439,347,0.9798,Affordable
Hotel Dosa Corner,Pune,Kothrud,"South Indian, Mexican",Cafe,Yes,No,3.5,1063,807,0.4337,Mid-Range
New Dhaba Express,Pune,Hinjewadi,"Seafood, Cafe, Italian",Fine Dining,Yes,Yes,3.8,1626,3925,0.0968,Luxury
Cafe Saffron,Pune,Baner,Street Food,Dessert Parlour,No,No,2.8,556,123,2.2764,Budget
Taste of India,Pune,Hinjewadi,Continental,Dessert Parlour,No,Yes,2.7,365,432,0.625,Affordable
Spice Garden,Pune,Koregaon Park,"Cafe, Street Food",Cafe,Yes,Yes,4.4,499,764,0.5759,Mid-Range
Cafe Dhaba Express,Pune,Baner,"Italian, Thai, Mughlai",Fine Dining,No,Yes,4.1,1489,3882,0.1056,Luxury
Cafe Classic Dining,Pune,Hinjewadi,"Biryani, Gujarati",Fine Dining,Yes,Yes,4.0,586,2221,0.1801,Luxury
Biryani House,Pune,Baner,"Pizza, Cafe",Quick Bites,No,No,2.9,83,173,1.6763,Budget
Pizza Palace,Pune,Koregaon Park,"Fast Food, Seafood, Mexican",Quick Bites,Yes,No,4.0,54,429,0.9324,Affordable
Shree Dosa Corner,Pune,Hinjewadi,Thai,Quick Bites,No,No,3.9,152,203,1.9212,Budget
Biryani House,Pune,Kothrud,"Biryani, Continental",Food Court,Yes,No,3.8,31,163,2.3313,Budget
Urban Kitchen,Pune,Koregaon Park,Continental,Cafe,Yes,No,3.4,637,1071,0.3175,Premium
Hotel Food Hub,Pune,Baner,Fast Food,Bakery,Yes,No,3.1,640,139,2.2302,Budget
Biryani House,Pune,Hinjewadi,"Punjabi, Desserts",Cafe,Yes,No,3.4,1457,1083,0.3139,Premium
Shree Aroma Restaurant,Pune,Kothrud,"Beverages, Italian, Chinese",Bakery,No,No,4.5,681,498,0.9036,Affordable
Chaat Junction,Pune,Kothrud,Mexican,Casual Dining,Yes,No,3.4,311,730,0.4658,Mid-Range
New Tiffin Box,Pune,Baner,"Bengali, Desserts, Biryani",Bakery,No,No,3.0,572,314,0.9554,Affordable
Restaurant Spice Garden,Pune,Hinjewadi,Mexican,Fine Dining,No,No,4.7,1639,2398,0.196,Luxury
New Noodle Box,Pune,Baner,Fast Food,Bakery,Yes,No,4.2,152,543,0.7735,Affordable
Kebab King,Pune,Koregaon Park,South Indian,Delivery,No,Yes,3.9,396,173,2.2543,Budget
Royal Noodle Box,Pune,Baner,"Mexican, Chinese, Gujarati",Casual Dining,No,No,3.2,339,774,0.4134,Mid-Range
Biryani House,Pune,Baner,"Biryani, Punjabi",Cafe,No,Yes,3.8,959,745,0.5101,Mid-Range
Royal Grill House,Pune,Hinjewadi,"South Indian, Pizza, Punjabi",Quick Bites,Yes,No,3.3,475,585,0.5641,Affordable
Restaurant Sweet Tooth,Pune,Baner,"Pizza, Italian",Delivery,No,No,4.5,770,164,2.7439,Budget
Hotel Biryani House,Pune,Koregaon Park,"Rajasthani, Gujarati, Desserts",Casual Dining,No,No,3.8,810,455,0.8352,Affordable
New Curry Leaf,Pune,Koregaon Park,"Desserts, North Indian, Continental",Food Court,Yes,No,2.6,21,405,0.642,Affordable
The Kebab King,Pune,Hinjewadi,"Chinese, Mexican",Delivery,Yes,No,4.1,59,123,3.3333,Budget
Hotel Grill House,Pune,Baner,"Mughlai, Desserts, Seafood",Fine Dining,No,No,4.6,878,1898,0.2424,Premium
Restaurant Urban Kitchen,Pune,Baner,"Seafood, Gujarati, South Indian",Quick Bites,Yes,Yes,3.4,650,553,0.6148,Affordable
Burger Barn,Pune,Baner,"Punjabi, Cafe, Desserts",Cafe,Yes,Yes,3.8,932,1038,0.3661,Premium
Hotel Chaat Junction,Pune,Koregaon Park,Mexican,Casual Dining,Yes,No,4.4,683,546,0.8059,Affordable
Chaat Junction,Pune,Hinjewadi,"Pizza, Street Food",Bakery,Yes,Yes,3.2,82,145,2.2069,Budget
Grill House,Pune,Hinjewadi,"Biryani, Fast Food, Gujarati",Bakery,Yes,No,3.3,644,538,0.6134,Affordable
Restaurant Flavor Town,Pune,Koregaon Park,Bengali,Food Court,Yes,Yes,4.3,53,449,0.9577,Affordable
Dhaba Express,Pune,Kothrud,Street Food,Cafe,Yes,No,4.5,845,628,0.7166,Mid-Range
Hotel The Hungry Tiger,Pune,Hinjewadi,Chinese,Bakery,Yes,Yes,4.4,796,303,1.4521,Affordable
Royal Food Hub,Pune,Kothrud,Gujarati,Bakery,Yes,No,3.6,491,585,0.6154,Affordable
Cafe Taste of India,Pune,Baner,"Bengali, Gujarati",Quick Bites,Yes,Yes,2.5,710,488,0.5123,Affordable
The Taste of India,Pune,Kothrud,"Seafood, Chinese",Casual Dining,Yes,No,4.5,488,937,0.4803,Mid-Range
Royal Sweet Tooth,Pune,Koregaon Park,"Pizza, Mughlai",Food Court,Yes,No,3.5,174,452,0.7743,Affordable
Spice Garden,Pune,Baner,Mexican,Delivery,Yes,No,4.5,761,580,0.7759,Affordable
Shree Pizza Palace,Pune,Kothrud,Gujarati,Bakery,No,Yes,4.4,511,308,1.4286,Affordable
Restaurant Curry Leaf,Pune,Koregaon Park,Mughlai,Casual Dining,No,Yes,4.2,390,1192,0.3523,Premium
Kebab King,Pune,Hinjewadi,"North Indian, Street Food",Food Court,No,No,4.2,521,458,0.917,Affordable
Classic Dining,Pune,Hinjewadi,"Desserts, Fast Food, Pizza",Fine Dining,Yes,No,4.4,1311,2166,0.2031,Luxury
New Biryani House,Pune,Kothrud,Fast Food,Casual Dining,Yes,Yes,4.6,1066,506,0.9091,Affordable
Shree Noodle Box,Pune,Kothrud,"Street Food, Bengali, Mughlai",Quick Bites,Yes,No,3.3,490,200,1.65,Budget
Food Hub,Pune,Koregaon Park,"Continental, Punjabi",Quick Bites,Yes,No,3.0,511,529,0.5671,Affordable
Burger Barn,Pune,Kothrud,Beverages,Quick Bites,No,No,4.0,353,262,1.5267,Budget
Burger Barn,Pune,Koregaon Park,"Seafood, South Indian, Bengali",Delivery,Yes,No,4.5,422,188,2.3936,Budget
Hotel Spice Garden,Pune,Kothrud,"Fast Food, Mexican, Seafood",Cafe,No,No,3.6,375,966,0.3727,Mid-Range
Shree Classic Dining,Pune,Hinjewadi,"Mexican, Biryani, North Indian",Quick Bites,Yes,No,3.8,401,392,0.9694,Affordable
Taste of India,Pune,Baner,Continental,Cafe,Yes,No,3.6,824,1198,0.3005,Premium
Shree Kebab King,Pune,Baner,"Mexican, Fast Food, Cafe",Quick Bites,Yes,No,2.7,278,244,1.1066,Budget
Classic Dining,Pune,Kothrud,Gujarati,Fine Dining,No,No,4.3,630,1812,0.2373,Premium
Chaat Junction,Pune,Koregaon Park,Street Food,Cafe,Yes,Yes,4.1,114,1021,0.4016,Premium
Restaurant Spice Garden,Pune,Hinjewadi,"Italian, Fast Food, Mughlai",Cafe,Yes,No,4.0,362,1179,0.3393,Premium
New Classic Dining,Pune,Hinjewadi,Chinese,Cafe,No,No,3.6,458,893,0.4031,Mid-Range
Biryani House,Pune,Hinjewadi,"Gujarati, Bengali, Punjabi",Bakery,No,No,3.0,713,201,1.4925,Budget
Curry Leaf,Pune,Hinjewadi,Gujarati,Cafe,Yes,No,4.1,702,678,0.6047,Mid-Range
New Kebab King,Pune,Kothrud,"Chinese, Rajasthani, Pizza",Food Court,No,No,3.0,310,309,0.9709,Affordable
Cafe Cloud Kitchen,Pune,Hinjewadi,Pizza,Quick Bites,No,No,2.9,84,225,1.2889,Budget
Masala Twist,Pune,Baner,Desserts,Casual Dining,No,No,3.5,708,981,0.3568,Mid-Range
Urban Kitchen,Pune,Kothrud,Thai,Delivery,Yes,No,4.3,697,540,0.7963,Affordable
Royal The Hungry Tiger,Pune,Kothrud,"Mughlai, Cafe",Food Court,Yes,No,2.6,441,240,1.0833,Budget
Food Hub,Pune,Koregaon Park,"North Indian, Street Food, Cafe",Delivery,Yes,No,4.5,482,566,0.7951,Affordable
New Cloud Kitchen,Pune,Hinjewadi,"North Indian, Chinese, Gujarati",Food Court,Yes,No,3.9,334,240,1.625,Budget
Hotel Spice Garden,Pune,Baner,"South Indian, Seafood, Street Food",Bakery,No,No,4.2,134,595,0.7059,Affordable
Tiffin Box,Pune,Koregaon Park,Biryani,Quick Bites,Yes,No,3.9,241,323,1.2074,Affordable
Cafe Pizza Palace,Pune,Kothrud,"South Indian, Fast Food",Quick Bites,Yes,No,3.0,637,452,0.6637,Affordable
New Burger Barn,Pune,Kothrud,Desserts,Casual Dining,No,No,4.5,1354,823,0.5468,Mid-Range
Restaurant Flavor Town,Pune,Koregaon Park,"Desserts, Gujarati",Bakery,Yes,Yes,3.1,371,142,2.1831,Budget
Royal Cloud Kitchen,Pune,Hinjewadi,"South Indian, Mughlai",Casual Dining,Yes,Yes,4.4,1048,592,0.7432,Affordable
Curry Leaf,Pune,Koregaon Park,"Rajasthani, Biryani, Punjabi",Dessert Parlour,Yes,Yes,4.3,473,297,1.4478,Budget
Shree Dosa Corner,Pune,Hinjewadi,"Pizza, Street Food",Dessert Parlour,No,No,2.7,119,336,0.8036,Affordable
Grill House,Pune,Hinjewadi,"Punjabi, Rajasthani",Quick Bites,Yes,Yes,3.6,451,281,1.2811,Budget
Royal Saffron,Pune,Kothrud,"Italian, Beverages",Quick Bites,Yes,No,4.0,208,316,1.2658,Affordable
New Biryani House,Pune,Hinjewadi,South Indian,Fine Dining,Yes,No,4.0,273,1717,0.233,Premium
Classic Dining,Pune,Hinjewadi,"Seafood, Cafe, Mexican",Delivery,Yes,No,4.3,517,237,1.8143,Budget
Hotel Dosa Corner,Pune,Baner,"North Indian, Fast Food, Pizza",Dessert Parlour,Yes,No,3.5,714,256,1.3672,Budget
The Fusion Bites,Pune,Hinjewadi,"Biryani, North Indian",Food Court,No,No,2.5,280,598,0.4181,Affordable
Cafe Cloud Kitchen,Pune,Baner,"North Indian, Gujarati, Continental",Bakery,Yes,Yes,2.5,307,448,0.558,Affordable
Dhaba Express,Pune,Koregaon Park,Street Food,Casual Dining,No,No,3.9,1167,759,0.5138,Mid-Range
The Pizza Palace,Pune,Kothrud,"Desserts, Punjabi",Food Court,No,No,4.3,505,405,1.0617,Affordable
Classic Dining,Pune,Koregaon Park,"Biryani, Beverages, Gujarati",Delivery,Yes,No,3.9,378,320,1.2188,Affordable
Masala Twist,Pune,Baner,"Thai, Rajasthani, Punjabi",Dessert Parlour,Yes,No,3.2,410,269,1.1896,Budget
Shree Urban Kitchen,Pune,Baner,"Punjabi, Desserts, Fast Food",Quick Bites,Yes,No,4.4,365,505,0.8713,Affordable
The Curry Leaf,Pune,Hinjewadi,"Biryani, Punjabi, Street Food",Bakery,Yes,No,3.1,511,247,1.2551,Budget
Grill House,Pune,Baner,Gujarati,Casual Dining,Yes,No,4.2,152,400,1.05,Affordable
Noodle Box,Pune,Kothrud,"Italian, Biryani, Mughlai",Casual Dining,Yes,No,3.6,1019,432,0.8333,Affordable
Cafe Noodle Box,Kolkata,Salt Lake,"Street Food, Cafe",Casual Dining,Yes,No,4.5,335,992,0.4536,Mid-Range
Grill House,Kolkata,New Town,"Chinese, Street Food",Dessert Parlour,Yes,No,3.6,457,292,1.2329,Budget
Cafe Fusion Bites,Kolkata,New Town,"Bengali, Rajasthani",Bakery,Yes,No,2.6,37,386,0.6736,Affordable
The Dhaba Express,Kolkata,Gariahat,"Punjabi, Beverages, Biryani",Delivery,Yes,No,4.3,783,127,3.3858,Budget
Food Hub,Kolkata,Park Street,South Indian,Quick Bites,Yes,No,2.7,109,404,0.6683,Affordable
Aroma Restaurant,Kolkata,Park Street,"Mughlai, Punjabi, Biryani",Quick Bites,Yes,No,2.8,701,558,0.5018,Affordable
New Dhaba Express,Kolkata,Gariahat,"Mughlai, Fast Food, Chinese",Bakery,Yes,No,2.7,263,149,1.8121,Budget
Shree Urban Kitchen,Kolkata,Park Street,Street Food,Quick Bites,Yes,No,4.1,569,530,0.7736,Affordable
Shree Chaat Junction,Kolkata,New Town,North Indian,Fine Dining,Yes,No,4.5,1247,2199,0.2046,Luxury
Cafe Spice Garden,Kolkata,New Town,"Fast Food, Mexican, Gujarati",Dessert Parlour,Yes,Yes,3.3,119,509,0.6483,Affordable
Pizza Palace,Kolkata,Gariahat,Mexican,Bakery,Yes,No,2.6,682,433,0.6005,Affordable
Cafe Classic Dining,Kolkata,Salt Lake,"North Indian, Pizza",Bakery,Yes,No,3.5,733,278,1.259,Budget
Shree Sweet Tooth,Kolkata,Gariahat,"Mexican, Desserts, Rajasthani",Food Court,No,No,3.1,684,490,0.6327,Affordable
The Spice Garden,Kolkata,Salt Lake,"Punjabi, Cafe, Italian",Cafe,Yes,No,4.6,1247,756,0.6085,Mid-Range
Restaurant Biryani House,Kolkata,Salt Lake,Fast Food,Delivery,Yes,No,3.1,800,218,1.422,Budget
The Dosa Corner,Kolkata,New Town,"Chinese, South Indian",Fine Dining,Yes,Yes,4.7,1104,1798,0.2614,Premium
Restaurant Aroma Restaurant,Kolkata,Salt Lake,"Rajasthani, Seafood, Biryani",Casual Dining,No,No,3.5,1055,658,0.5319,Mid-Range
New Taste of India,Kolkata,New Town,"Mughlai, Chinese, North Indian",Fine Dining,Yes,No,4.0,210,2075,0.1928,Luxury
Cafe Taste of India,Kolkata,Gariahat,"Punjabi, Gujarati, Mughlai",Cafe,No,No,3.9,780,760,0.5132,Mid-Range
The Burger Barn,Kolkata,New Town,"Seafood, Chinese, Mexican",Fine Dining,Yes,No,3.9,672,3542,0.1101,Luxury
Royal Grill House,Kolkata,New Town,"Beverages, Chinese",Dessert Parlour,No,Yes,3.1,599,373,0.8311,Affordable
Cloud Kitchen,Kolkata,Park Street,"South Indian, Thai, Fast Food",Fine Dining,Yes,No,4.9,266,1622,0.3021,Premium
Royal Fusion Bites,Kolkata,Park Street,Thai,Cafe,No,No,4.3,532,463,0.9287,Affordable
The Biryani House,Kolkata,Park Street,Bengali,Food Court,Yes,No,2.7,500,382,0.7068,Affordable
Restaurant Tiffin Box,Kolkata,Gariahat,"Continental, Beverages, Bengali",Bakery,Yes,No,4.3,511,216,1.9907,Budget
Royal Kebab King,Kolkata,New Town,"Gujarati, South Indian, Seafood",Quick Bites,No,No,3.4,572,318,1.0692,Affordable
New Momo Point,Kolkata,Park Street,"Bengali, South Indian",Delivery,Yes,Yes,2.5,775,311,0.8039,Affordable
Pizza Palace,Kolkata,Gariahat,"Continental, South Indian, Chinese",Quick Bites,Yes,No,3.1,368,260,1.1923,Budget
Shree Flavor Town,Kolkata,New Town,"Fast Food, Chinese, Mexican",Bakery,Yes,No,3.5,375,476,0.7353,Affordable
Royal Chaat Junction,Kolkata,New Town,"Street Food, Continental, Punjabi",Food Court,No,No,3.6,65,153,2.3529,Budget
Cafe Food Hub,Kolkata,Salt Lake,Biryani,Casual Dining,No,No,3.7,481,966,0.383,Mid-Range
Fusion Bites,Kolkata,Gariahat,"Rajasthani, Fast Food, North Indian",Bakery,Yes,Yes,3.1,317,296,1.0473,Budget
Food Hub,Kolkata,New Town,Seafood,Bakery,Yes,Yes,2.9,685,194,1.4948,Budget
The Biryani House,Kolkata,Gariahat,"Desserts, Italian, Mughlai",Quick Bites,No,No,4.2,447,322,1.3043,Affordable
Taste of India,Kolkata,Salt Lake,"Rajasthani, Bengali, Punjabi",Dessert Parlour,Yes,No,3.4,511,573,0.5934,Affordable
Hotel Masala Twist,Kolkata,New Town,"Mexican, Seafood",Dessert Parlour,Yes,Yes,3.0,678,228,1.3158,Budget
Restaurant Noodle Box,Kolkata,Park Street,Rajasthani,Dessert Parlour,Yes,No,3.4,377,594,0.5724,Affordable
Restaurant Classic Dining,Kolkata,Salt Lake,"Cafe, Thai",Casual Dining,Yes,Yes,3.5,615,1184,0.2956,Premium
Restaurant Food Hub,Kolkata,New Town,"South Indian, Continental, Fast Food",Cafe,No,Yes,4.0,1237,850,0.4706,Mid-Range
Hotel Burger Barn,Kolkata,Salt Lake,Beverages,Dessert Parlour,Yes,Yes,3.0,89,155,1.9355,Budget
Classic Dining,Kolkata,New Town,"Beverages, Bengali, Chinese",Food Court,Yes,No,2.8,631,267,1.0487,Budget
Grill House,Kolkata,New Town,"Cafe, North Indian",Bakery,Yes,Yes,3.8,615,566,0.6714,Affordable
Restaurant Momo Point,Kolkata,Gariahat,"Mexican, South Indian",Delivery,No,Yes,4.0,90,432,0.9259,Affordable
Burger Barn,Kolkata,Gariahat,"South Indian, Gujarati, Punjabi",Casual Dining,Yes,No,3.5,650,989,0.3539,Mid-Range
Shree Fusion Bites,Kolkata,Salt Lake,"Fast Food, Continental, Rajasthani",Food Court,No,No,3.2,583,280,1.1429,Budget
Royal Saffron,Kolkata,New Town,"Continental, Mexican",Bakery,No,No,4.4,427,225,1.9556,Budget
Cafe Dhaba Express,Kolkata,Park Street,"Fast Food, Chinese",Food Court,Yes,No,2.8,657,353,0.7932,Affordable
Spice Garden,Kolkata,Salt Lake,Bengali,Cafe,Yes,No,4.6,256,1160,0.3966,Premium
Biryani House,Kolkata,New Town,Punjabi,Casual Dining,No,No,4.6,311,762,0.6037,Mid-Range
Masala Twist,Kolkata,Gariahat,"Cafe, Fast Food, South Indian",Food Court,Yes,No,4.4,428,566,0.7774,Affordable
Shree Dosa Corner,Kolkata,New Town,"Pizza, Mexican, Punjabi",Cafe,Yes,No,4.1,1430,778,0.527,Mid-Range
The Hungry Tiger,Kolkata,Gariahat,Street Food,Casual Dining,Yes,Yes,4.0,1237,937,0.4269,Mid-Range
Royal The Hungry Tiger,Kolkata,Park Street,Biryani,Food Court,Yes,No,4.3,225,474,0.9072,Affordable
Royal Cloud Kitchen,Kolkata,Park Street,"Pizza, Fast Food",Food Court,Yes,No,2.9,305,186,1.5591,Budget
New Tiffin Box,Kolkata,Salt Lake,"Italian, Biryani, Fast Food",Delivery,Yes,No,4.0,622,114,3.5088,Budget
Biryani House,Kolkata,Park Street,"North Indian, Beverages",Quick Bites,Yes,No,3.6,465,474,0.7595,Affordable
Restaurant Aroma Restaurant,Kolkata,Park Street,"Gujarati, Italian",Bakery,Yes,Yes,3.1,129,442,0.7014,Affordable
The Noodle Box,Kolkata,Park Street,Punjabi,Food Court,Yes,No,4.0,85,444,0.9009,Affordable
Burger Barn,Kolkata,Salt Lake,Thai,Food Court,No,No,3.8,652,424,0.8962,Affordable
Restaurant Spice Garden,Kolkata,Gariahat,"Biryani, Gujarati",Dessert Parlour,No,No,3.1,660,201,1.5423,Budget
Chaat Junction,Kolkata,Salt Lake,"Thai, Mughlai",Casual Dining,No,Yes,4.2,828,1028,0.4086,Premium
Restaurant Biryani House,Kolkata,New Town,Street Food,Dessert Parlour,No,No,3.8,375,406,0.936,Affordable
Cafe Cloud Kitchen,Kolkata,Gariahat,"Desserts, Continental",Fine Dining,No,Yes,4.3,1552,2806,0.1532,Luxury
Urban Kitchen,Kolkata,New Town,"Bengali, Continental, North Indian",Bakery,Yes,No,4.3,428,500,0.86,Affordable
Shree Noodle Box,Kolkata,Salt Lake,"Rajasthani, Bengali",Fine Dining,Yes,No,4.1,895,2396,0.1711,Luxury
Cloud Kitchen,Kolkata,Park Street,"Mughlai, Fast Food, Desserts",Cafe,Yes,No,4.6,826,421,1.0926,Affordable
